Transactions Id,Sale Date,Sale Time,Customer Id,Gender,Age,Category,Quantity,Price Per Unit,Cost of Goods Sold,Total Sale
925,20-12-2022,17:12:00,54,Male,25.0,Electronics,1.0,300.0,315.0,300.0
926,06-10-2023,22:53:00,53,Male,22.0,Electronics,1.0,30.0,15.6,30.0
927,21-02-2022,17:13:00,83,Male,43.0,Electronics,4.0,500.0,250.0,2000.0
928,05-11-2023,10:20:00,54,Female,35.0,Clothing,4.0,300.0,90.0,1200.0
929,11-03-2022,10:18:00,40,Female,23.0,Beauty,3.0,25.0,10.5,75.0
930,12-01-2023,17:54:00,1,Male,54.0,Clothing,4.0,50.0,26.0,200.0
931,07-10-2023,21:34:00,48,Male,30.0,Beauty,4.0,30.0,29.1,120.0
932,08-10-2022,08:33:00,120,Female,45.0,Beauty,4.0,25.0,7.75,100.0
933,19-09-2022,07:53:00,81,Male,22.0,Beauty,1.0,30.0,12.9,30.0
934,22-11-2022,18:20:00,111,Male,30.0,Beauty,1.0,500.0,240.0,500.0
935,10-09-2022,21:16:00,2,Female,34.0,Beauty,1.0,50.0,55.5,50.0
936,05-01-2022,10:51:00,143,Male,57.0,Beauty,4.0,50.0,19.5,200.0
937,18-10-2022,19:57:00,50,Female,62.0,Beauty,1.0,500.0,510.0,500.0
938,16-09-2022,17:55:00,103,Male,49.0,Clothing,4.0,50.0,23.0,200.0
939,07-11-2022,15:28:00,75,Female,46.0,Electronics,1.0,300.0,81.0,300.0
940,05-01-2022,08:11:00,46,Female,20.0,Electronics,1.0,30.0,9.6,30.0
941,28-04-2023,09:58:00,39,Female,57.0,Clothing,2.0,25.0,6.5,50.0
942,01-12-2023,09:22:00,35,Male,51.0,Clothing,3.0,500.0,160.0,1500.0
943,05-11-2022,19:29:00,90,Female,57.0,Clothing,4.0,300.0,318.0,1200.0
944,23-08-2022,20:22:00,136,Male,44.0,Clothing,2.0,25.0,12.0,50.0
945,01-10-2022,10:01:00,120,Male,30.0,Beauty,1.0,25.0,13.25,25.0
946,08-08-2023,20:15:00,2,Male,62.0,Electronics,4.0,500.0,235.0,2000.0
947,31-07-2022,07:09:00,4,Male,50.0,Beauty,1.0,300.0,129.0,300.0
948,10-12-2023,22:06:00,52,Female,23.0,Electronics,3.0,25.0,28.75,75.0
949,20-06-2023,20:28:00,21,Female,41.0,Electronics,2.0,25.0,9.0,50.0
950,22-09-2022,21:27:00,75,Male,36.0,Clothing,3.0,300.0,144.0,900.0
951,18-09-2022,21:35:00,58,Male,33.0,Beauty,2.0,50.0,57.5,100.0
952,21-12-2022,18:09:00,69,Female,57.0,Clothing,1.0,25.0,13.25,25.0
953,02-07-2023,17:58:00,1,Male,45.0,Beauty,3.0,30.0,12.6,90.0
954,05-09-2023,21:03:00,87,Female,50.0,Electronics,3.0,300.0,321.0,900.0
955,16-01-2022,17:57:00,16,Male,58.0,Clothing,1.0,25.0,12.5,25.0
956,24-04-2023,21:50:00,140,Male,30.0,Clothing,3.0,500.0,135.0,1500.0
957,19-06-2023,19:00:00,105,Female,60.0,Electronics,4.0,30.0,9.3,120.0
958,01-01-2022,21:14:00,116,Male,62.0,Electronics,2.0,25.0,11.0,50.0
959,18-09-2022,17:59:00,54,Female,42.0,Electronics,2.0,30.0,28.5,60.0
960,29-03-2023,19:01:00,134,Male,59.0,Clothing,2.0,30.0,14.4,60.0
961,22-03-2023,22:36:00,86,Male,53.0,Beauty,4.0,50.0,23.0,200.0
962,15-12-2023,22:02:00,76,Male,44.0,Clothing,2.0,30.0,35.1,60.0
963,19-10-2023,18:24:00,76,Female,55.0,Beauty,1.0,50.0,13.0,50.0
964,26-08-2022,08:18:00,15,Male,24.0,Clothing,3.0,300.0,156.0,900.0
965,27-11-2022,21:45:00,84,Male,22.0,Clothing,4.0,50.0,13.0,200.0
966,07-11-2022,07:22:00,119,Male,60.0,Electronics,2.0,500.0,190.0,1000.0
967,04-08-2023,10:13:00,4,Male,62.0,Beauty,1.0,25.0,13.25,25.0
968,18-12-2023,20:34:00,101,Female,48.0,Clothing,3.0,300.0,120.0,900.0
969,27-11-2023,11:47:00,2,Female,40.0,Clothing,3.0,300.0,84.0,900.0
970,25-05-2023,18:13:00,2,Male,59.0,Electronics,4.0,500.0,220.0,2000.0
971,30-12-2023,16:50:00,64,Female,27.0,Electronics,4.0,50.0,26.5,200.0
972,16-08-2022,11:42:00,139,Male,49.0,Beauty,4.0,25.0,6.75,100.0
973,03-09-2023,08:44:00,51,Male,60.0,Clothing,1.0,50.0,13.0,50.0
974,28-12-2023,18:39:00,3,Male,47.0,Beauty,1.0,30.0,11.7,30.0
975,09-01-2023,07:41:00,145,Female,56.0,Clothing,4.0,50.0,19.5,200.0
976,08-10-2023,19:50:00,56,Female,48.0,Beauty,2.0,300.0,345.0,600.0
977,26-07-2022,08:35:00,46,Female,35.0,Electronics,3.0,25.0,13.75,75.0
978,27-07-2023,09:58:00,16,Female,53.0,Clothing,3.0,50.0,19.0,150.0
979,18-05-2022,10:18:00,6,Female,19.0,Beauty,1.0,25.0,10.5,25.0
980,14-10-2022,19:51:00,147,Female,31.0,Electronics,3.0,25.0,12.5,75.0
981,05-02-2022,21:08:00,5,Female,30.0,Electronics,2.0,30.0,12.9,60.0
982,10-11-2022,14:08:00,50,Female,46.0,Beauty,3.0,30.0,15.6,90.0
983,10-10-2022,20:12:00,61,Female,29.0,Clothing,1.0,300.0,345.0,300.0
984,20-11-2023,19:29:00,83,Male,56.0,Clothing,1.0,500.0,480.0,500.0
985,13-06-2023,22:33:00,113,Female,19.0,Electronics,2.0,25.0,9.0,50.0
986,01-08-2022,09:35:00,65,Female,49.0,Clothing,2.0,500.0,200.0,1000.0
987,08-11-2023,18:45:00,1,Female,30.0,Clothing,3.0,300.0,165.0,900.0
988,05-08-2022,18:41:00,85,Female,63.0,Clothing,3.0,25.0,8.0,75.0
989,31-10-2022,13:30:00,97,Female,44.0,Electronics,1.0,25.0,8.25,25.0
990,29-03-2023,21:45:00,68,Female,58.0,Beauty,2.0,500.0,235.0,1000.0
991,14-09-2023,14:28:00,110,Female,34.0,Clothing,2.0,50.0,19.5,100.0
992,15-10-2023,19:34:00,134,Female,57.0,Electronics,2.0,30.0,7.8,60.0
993,07-09-2022,09:21:00,134,Female,48.0,Electronics,3.0,50.0,17.0,150.0
994,24-12-2022,16:38:00,73,Female,51.0,Beauty,2.0,500.0,125.0,1000.0
995,04-03-2023,22:38:00,4,Female,41.0,Clothing,1.0,30.0,9.9,30.0
996,03-07-2023,17:38:00,2,Male,62.0,Clothing,1.0,50.0,13.5,50.0
997,01-10-2023,20:36:00,51,Male,52.0,Beauty,3.0,30.0,15.0,90.0
998,21-10-2023,17:32:00,61,Female,23.0,Beauty,4.0,25.0,30.5,100.0
999,14-12-2022,16:45:00,110,Female,36.0,Electronics,3.0,50.0,21.5,150.0
1000,01-04-2023,10:22:00,1,Male,47.0,Electronics,4.0,30.0,8.4,120.0
1001,01-09-2023,20:11:00,99,Male,34.0,Beauty,3.0,50.0,22.0,150.0
1002,02-03-2022,09:24:00,69,Female,26.0,Clothing,2.0,500.0,270.0,1000.0
1003,26-01-2022,07:59:00,80,Male,50.0,Electronics,1.0,30.0,15.9,30.0
1004,11-01-2023,21:46:00,2,Male,37.0,Clothing,1.0,500.0,230.0,500.0
1005,12-08-2023,20:38:00,2,Male,30.0,Beauty,2.0,50.0,17.5,100.0
1006,29-10-2023,19:23:00,2,Female,45.0,Beauty,1.0,30.0,14.1,30.0
1007,09-06-2023,10:09:00,15,Male,46.0,Clothing,2.0,25.0,11.5,50.0
1008,10-01-2022,08:51:00,116,Male,30.0,Electronics,4.0,25.0,13.0,100.0
1009,22-09-2023,14:18:00,88,Male,63.0,Electronics,2.0,300.0,78.0,600.0
1010,21-10-2022,22:11:00,65,Female,52.0,Clothing,4.0,50.0,54.5,200.0
1011,01-04-2022,06:48:00,15,Male,23.0,Clothing,2.0,50.0,19.0,100.0
1012,08-12-2022,18:47:00,56,Male,35.0,Beauty,3.0,25.0,27.25,75.0
1013,16-07-2022,19:38:00,111,Male,22.0,Electronics,3.0,500.0,200.0,1500.0
1014,04-02-2022,10:26:00,147,Male,64.0,Clothing,4.0,30.0,11.4,120.0
1015,09-03-2022,11:53:00,94,Female,42.0,Electronics,4.0,500.0,200.0,2000.0
1016,12-12-2022,07:39:00,52,Male,19.0,Clothing,3.0,500.0,200.0,1500.0
1017,05-09-2023,18:41:00,2,Female,27.0,Clothing,4.0,25.0,12.0,100.0
1018,06-07-2023,19:13:00,4,Female,47.0,Electronics,2.0,25.0,13.0,50.0
1019,14-12-2023,21:22:00,56,Female,62.0,Clothing,2.0,25.0,25.75,50.0
1020,22-11-2022,18:30:00,86,Male,22.0,Clothing,3.0,300.0,300.0,900.0
1021,11-06-2022,10:19:00,44,Female,50.0,Beauty,1.0,500.0,155.0,500.0
1022,05-09-2023,17:49:00,69,Male,18.0,Clothing,2.0,50.0,52.5,100.0
1023,23-05-2023,08:40:00,5,Female,35.0,Clothing,4.0,30.0,8.1,120.0
1024,03-12-2023,21:51:00,72,Female,49.0,Clothing,1.0,300.0,126.0,300.0
1025,12-11-2022,16:41:00,103,Female,64.0,Beauty,1.0,50.0,16.5,50.0
1026,24-11-2022,19:10:00,60,Female,28.0,Electronics,2.0,500.0,520.0,1000.0
1027,30-04-2022,21:00:00,131,Female,38.0,Beauty,2.0,25.0,7.5,50.0
1028,09-03-2023,18:09:00,1,Female,43.0,Beauty,1.0,500.0,250.0,500.0
1029,18-07-2023,19:23:00,117,Female,42.0,Electronics,1.0,30.0,12.3,30.0
1030,27-11-2022,18:02:00,96,Female,39.0,Beauty,3.0,300.0,309.0,900.0
1031,12-11-2023,21:15:00,3,Male,44.0,Electronics,4.0,300.0,126.0,1200.0
1032,01-04-2022,08:15:00,1,Male,30.0,Beauty,3.0,30.0,10.5,90.0
1033,12-04-2023,06:52:00,32,Female,50.0,Electronics,2.0,50.0,19.0,100.0
1034,13-11-2022,14:48:00,52,Female,51.0,Clothing,3.0,50.0,24.5,150.0
1035,26-04-2023,21:56:00,52,Female,58.0,Beauty,3.0,300.0,105.0,900.0
1036,17-08-2022,18:03:00,121,Male,52.0,Beauty,3.0,300.0,117.0,900.0
1037,17-10-2023,17:38:00,2,Female,18.0,Beauty,3.0,25.0,11.5,75.0
1038,30-12-2023,09:09:00,11,Male,38.0,Beauty,4.0,50.0,20.5,200.0
1039,03-12-2023,20:01:00,1,Male,23.0,Clothing,4.0,30.0,13.8,120.0
1040,12-12-2023,21:24:00,112,Male,45.0,Beauty,1.0,50.0,21.0,50.0
1041,10-05-2022,07:27:00,74,Male,34.0,Clothing,2.0,25.0,11.0,50.0
1042,11-02-2022,06:21:00,7,Male,22.0,Clothing,3.0,300.0,150.0,900.0
1043,30-11-2023,18:10:00,20,Female,48.0,Clothing,1.0,300.0,87.0,300.0
1044,20-02-2022,09:08:00,70,Female,22.0,Clothing,1.0,25.0,7.5,25.0
1045,26-02-2022,17:28:00,110,Female,55.0,Electronics,1.0,30.0,9.9,30.0
1046,21-07-2023,21:47:00,5,Female,20.0,Electronics,4.0,300.0,156.0,1200.0
1047,04-12-2022,21:53:00,84,Female,40.0,Beauty,3.0,500.0,490.0,1500.0
1048,12-07-2023,19:14:00,3,Male,54.0,Electronics,3.0,300.0,93.0,900.0
1049,16-05-2022,06:36:00,143,Female,54.0,Electronics,2.0,500.0,125.0,1000.0
1050,10-12-2022,20:15:00,24,Female,27.0,Beauty,3.0,25.0,11.25,75.0
1051,13-09-2023,17:47:00,104,Male,27.0,Beauty,3.0,25.0,25.0,75.0
1052,12-02-2022,06:12:00,94,Female,36.0,Beauty,1.0,300.0,120.0,300.0
1053,10-02-2023,21:13:00,40,Male,34.0,Electronics,2.0,50.0,20.5,100.0
1054,10-01-2022,09:24:00,49,Female,38.0,Electronics,3.0,500.0,140.0,1500.0
1055,23-10-2022,21:35:00,97,Male,31.0,Beauty,4.0,30.0,37.5,120.0
1056,17-04-2022,19:46:00,54,Female,26.0,Clothing,3.0,300.0,114.0,900.0
1057,19-09-2023,22:31:00,114,Female,63.0,Beauty,1.0,30.0,15.9,30.0
1058,30-10-2022,18:31:00,100,Male,18.0,Clothing,4.0,300.0,153.0,1200.0
1059,12-07-2022,22:05:00,89,Male,62.0,Clothing,1.0,50.0,12.5,50.0
1060,12-11-2022,18:29:00,71,Male,30.0,Beauty,3.0,50.0,57.0,150.0
1061,18-09-2023,07:56:00,3,Male,21.0,Beauty,4.0,50.0,12.5,200.0
1062,20-12-2022,16:05:00,69,Male,18.0,Beauty,2.0,50.0,21.5,100.0
1063,04-08-2022,10:26:00,56,Male,57.0,Electronics,2.0,25.0,11.0,50.0
1064,14-04-2022,10:38:00,49,Male,49.0,Clothing,4.0,25.0,13.75,100.0
1065,24-10-2023,15:16:00,76,Male,51.0,Electronics,4.0,500.0,175.0,2000.0
1066,06-10-2023,18:11:00,4,Female,45.0,Electronics,1.0,30.0,8.4,30.0
1067,03-10-2023,17:01:00,105,Female,48.0,Beauty,4.0,300.0,129.0,1200.0
1068,14-09-2022,10:11:00,136,Male,25.0,Electronics,1.0,300.0,111.0,300.0
1069,13-10-2023,19:05:00,2,Female,56.0,Beauty,3.0,25.0,6.75,75.0
1070,14-07-2022,11:12:00,102,Female,43.0,Clothing,1.0,300.0,120.0,300.0
1071,21-09-2023,17:38:00,155,Female,51.0,Beauty,4.0,25.0,6.75,100.0
1072,24-02-2023,18:10:00,4,Female,20.0,Electronics,4.0,500.0,180.0,2000.0
1073,21-02-2022,18:16:00,82,Male,29.0,Electronics,3.0,30.0,15.3,90.0
1074,04-10-2022,20:18:00,67,Female,18.0,Beauty,4.0,500.0,230.0,2000.0
1075,14-09-2022,19:17:00,92,Male,61.0,Beauty,4.0,50.0,21.5,200.0
1076,14-07-2023,11:09:00,99,Female,22.0,Electronics,2.0,50.0,15.0,100.0
1077,16-12-2022,18:45:00,141,Female,47.0,Clothing,2.0,50.0,15.0,100.0
1078,04-05-2023,22:20:00,16,Female,47.0,Clothing,3.0,500.0,125.0,1500.0
1079,21-08-2023,06:45:00,1,Male,34.0,Beauty,1.0,300.0,117.0,300.0
1080,08-12-2022,13:31:00,70,Female,64.0,Clothing,2.0,30.0,13.2,60.0
1081,27-06-2023,22:23:00,5,Male,40.0,Electronics,1.0,50.0,17.0,50.0
1082,22-10-2022,15:56:00,111,Female,32.0,Beauty,4.0,50.0,27.5,200.0
1083,30-09-2022,15:46:00,99,Male,54.0,Electronics,2.0,50.0,17.5,100.0
1084,23-10-2022,20:37:00,93,Female,38.0,Electronics,3.0,30.0,7.8,90.0
1085,12-08-2022,09:29:00,76,Male,31.0,Clothing,3.0,50.0,17.0,150.0
1086,14-09-2023,19:50:00,84,Male,19.0,Beauty,3.0,30.0,16.5,90.0
1087,08-11-2022,23:00:00,81,Female,28.0,Beauty,2.0,50.0,15.0,100.0
1088,14-09-2023,07:00:00,6,Male,56.0,Clothing,1.0,500.0,155.0,500.0
1089,21-10-2023,18:44:00,108,Female,55.0,Electronics,4.0,500.0,555.0,2000.0
1090,18-02-2023,19:54:00,4,Female,51.0,Electronics,1.0,30.0,7.5,30.0
1091,15-07-2023,08:46:00,139,Female,55.0,Electronics,1.0,500.0,235.0,500.0
1092,03-05-2022,20:15:00,58,Female,51.0,Electronics,4.0,30.0,31.5,120.0
1093,06-11-2023,17:26:00,87,Female,35.0,Beauty,4.0,500.0,270.0,2000.0
1094,15-06-2023,20:34:00,1,Female,47.0,Beauty,2.0,500.0,210.0,1000.0
1095,05-09-2022,17:56:00,56,Female,32.0,Clothing,2.0,30.0,9.9,60.0
1096,01-12-2022,14:49:00,82,Female,44.0,Clothing,2.0,300.0,138.0,600.0
1097,26-12-2022,20:53:00,86,Female,51.0,Beauty,2.0,500.0,485.0,1000.0
1098,06-07-2023,22:34:00,3,Female,55.0,Beauty,2.0,50.0,19.5,100.0
1099,24-12-2022,12:41:00,56,Female,50.0,Electronics,4.0,300.0,162.0,1200.0
1100,20-01-2023,18:15:00,136,Male,41.0,Electronics,1.0,30.0,13.2,30.0
1101,17-05-2022,07:47:00,15,Male,32.0,Clothing,2.0,300.0,132.0,600.0
1102,21-08-2023,18:04:00,5,Female,47.0,Beauty,2.0,25.0,6.5,50.0
1103,14-02-2022,07:11:00,61,Female,59.0,Clothing,1.0,25.0,6.75,25.0
1104,11-07-2022,20:13:00,70,Female,34.0,Beauty,2.0,500.0,150.0,1000.0
1105,12-11-2022,19:09:00,19,Female,22.0,Electronics,1.0,500.0,270.0,500.0
1106,12-08-2023,17:50:00,3,Female,46.0,Clothing,1.0,50.0,14.0,50.0
1107,31-12-2022,11:14:00,62,Female,21.0,Clothing,4.0,300.0,102.0,1200.0
1108,08-07-2023,10:27:00,1,Female,27.0,Beauty,3.0,25.0,10.0,75.0
1109,13-12-2023,22:13:00,114,Female,34.0,Electronics,4.0,500.0,590.0,2000.0
1110,26-10-2022,19:14:00,62,Male,27.0,Clothing,3.0,300.0,114.0,900.0
1111,30-04-2023,21:34:00,2,Female,34.0,Electronics,3.0,500.0,185.0,1500.0
1112,22-12-2022,17:11:00,94,Male,37.0,Clothing,3.0,500.0,180.0,1500.0
1113,08-12-2023,17:41:00,141,Female,41.0,Electronics,2.0,25.0,27.75,50.0
1114,18-08-2022,22:19:00,100,Female,22.0,Beauty,4.0,25.0,12.0,100.0
1115,21-09-2023,17:41:00,99,Male,51.0,Clothing,3.0,500.0,180.0,1500.0
1116,15-08-2022,22:26:00,145,Female,23.0,Clothing,1.0,30.0,12.3,30.0
1117,11-09-2023,07:48:00,144,Male,19.0,Electronics,2.0,500.0,210.0,1000.0
1118,13-10-2023,17:24:00,1,Female,30.0,Electronics,4.0,500.0,170.0,2000.0
1119,19-11-2023,09:36:00,1,Female,60.0,Clothing,3.0,50.0,25.5,150.0
1120,02-03-2023,19:32:00,4,Male,60.0,Beauty,1.0,50.0,26.5,50.0
1121,23-11-2022,21:10:00,95,Female,28.0,Electronics,4.0,50.0,50.5,200.0
1122,07-09-2022,19:53:00,138,Male,64.0,Electronics,4.0,30.0,31.8,120.0
1123,11-12-2023,21:04:00,1,Female,40.0,Electronics,2.0,30.0,10.8,60.0
1124,06-10-2023,20:04:00,83,Male,33.0,Clothing,4.0,500.0,515.0,2000.0
1125,12-11-2023,17:51:00,79,Male,48.0,Clothing,2.0,50.0,21.5,100.0
1126,12-09-2022,17:12:00,62,Female,28.0,Clothing,3.0,30.0,28.8,90.0
1127,15-03-2022,19:26:00,87,Female,33.0,Clothing,2.0,25.0,13.0,50.0
1128,04-01-2022,17:35:00,60,Male,25.0,Beauty,1.0,500.0,135.0,500.0
1129,08-09-2023,21:46:00,1,Female,21.0,Beauty,2.0,300.0,156.0,600.0
1130,20-02-2023,09:03:00,28,Female,57.0,Clothing,1.0,500.0,180.0,500.0
1131,31-12-2022,19:16:00,130,Female,21.0,Beauty,2.0,300.0,336.0,600.0
1132,07-11-2023,17:27:00,14,Male,42.0,Electronics,4.0,50.0,59.0,200.0
1133,05-03-2022,06:42:00,58,Male,20.0,Electronics,3.0,300.0,159.0,900.0
1134,05-08-2022,09:04:00,106,Male,49.0,Electronics,1.0,50.0,24.0,50.0
1135,14-01-2022,08:16:00,124,Male,20.0,Clothing,2.0,25.0,12.5,50.0
1136,02-07-2023,08:41:00,93,Male,44.0,Electronics,2.0,300.0,81.0,600.0
1137,05-11-2022,22:34:00,104,Male,46.0,Beauty,2.0,500.0,145.0,1000.0
1138,16-10-2023,11:59:00,27,Male,49.0,Clothing,4.0,50.0,14.5,200.0
1139,21-12-2023,14:23:00,87,Male,36.0,Beauty,4.0,500.0,230.0,2000.0
1140,22-05-2022,19:26:00,154,Male,38.0,Electronics,1.0,30.0,15.9,30.0
1141,17-09-2023,19:13:00,65,Female,22.0,Electronics,1.0,50.0,58.0,50.0
1142,09-11-2022,09:49:00,2,Male,35.0,Electronics,4.0,300.0,114.0,1200.0
1143,01-05-2023,21:10:00,23,Female,45.0,Clothing,1.0,50.0,15.0,50.0
1144,30-12-2022,21:27:00,148,Female,59.0,Beauty,3.0,500.0,125.0,1500.0
1145,01-09-2023,19:19:00,87,Female,39.0,Clothing,3.0,25.0,31.0,75.0
1146,09-10-2023,21:11:00,52,Male,38.0,Clothing,4.0,50.0,60.0,200.0
1147,25-11-2023,22:14:00,35,Male,23.0,Electronics,1.0,300.0,330.0,300.0
1148,11-08-2023,22:04:00,2,Male,18.0,Clothing,2.0,30.0,10.8,60.0
1149,14-09-2023,19:23:00,98,Male,22.0,Clothing,3.0,25.0,29.75,75.0
1150,22-08-2022,10:04:00,77,Female,42.0,Electronics,4.0,30.0,10.2,120.0
1151,12-12-2022,14:48:00,99,Male,29.0,Clothing,1.0,50.0,26.0,50.0
1152,26-12-2022,07:48:00,87,Male,43.0,Electronics,4.0,500.0,170.0,2000.0
1153,24-09-2022,12:30:00,91,Male,63.0,Electronics,2.0,500.0,265.0,1000.0
1154,16-12-2023,21:44:00,29,Male,51.0,Electronics,3.0,300.0,291.0,900.0
1155,03-12-2023,18:22:00,3,Male,31.0,Electronics,4.0,500.0,255.0,2000.0
1156,26-12-2022,21:10:00,68,Female,43.0,Clothing,4.0,25.0,13.5,100.0
1157,23-12-2022,21:24:00,81,Male,62.0,Electronics,4.0,500.0,270.0,2000.0
1158,24-02-2022,09:29:00,77,Female,44.0,Electronics,2.0,300.0,138.0,600.0
1159,02-04-2023,18:08:00,41,Male,26.0,Clothing,4.0,50.0,18.0,200.0
1160,20-08-2023,19:20:00,105,Female,43.0,Clothing,2.0,50.0,14.0,100.0
1161,29-06-2023,11:06:00,30,Male,64.0,Beauty,2.0,500.0,160.0,1000.0
1162,13-07-2022,17:08:00,101,Male,39.0,Clothing,2.0,30.0,12.6,60.0
1163,04-05-2022,10:52:00,120,Female,64.0,Clothing,3.0,50.0,27.0,150.0
1164,07-04-2023,20:53:00,1,Female,47.0,Beauty,3.0,500.0,245.0,1500.0
1165,01-12-2023,17:04:00,29,Female,60.0,Clothing,4.0,300.0,291.0,1200.0
1166,19-07-2023,07:45:00,65,Male,34.0,Clothing,4.0,500.0,245.0,2000.0
1167,29-09-2023,21:21:00,9,Female,43.0,Clothing,3.0,50.0,54.0,150.0
1168,10-07-2022,07:56:00,68,Male,53.0,Clothing,1.0,300.0,150.0,300.0
1169,25-09-2022,17:12:00,101,Male,18.0,Beauty,3.0,500.0,255.0,1500.0
1170,06-01-2023,17:13:00,96,Female,25.0,Clothing,2.0,25.0,8.0,50.0
1171,05-10-2022,21:05:00,87,Female,52.0,Clothing,3.0,300.0,84.0,900.0
1172,19-10-2022,21:12:00,150,Male,32.0,Beauty,2.0,25.0,28.5,50.0
1173,04-12-2022,21:03:00,70,Male,64.0,Electronics,4.0,30.0,15.0,120.0
1174,17-05-2023,06:55:00,2,Female,39.0,Beauty,1.0,300.0,132.0,300.0
1175,02-06-2023,06:38:00,103,Female,31.0,Electronics,4.0,25.0,11.5,100.0
1176,04-01-2023,20:33:00,34,Female,43.0,Beauty,2.0,50.0,21.0,100.0
1177,20-02-2023,09:19:00,89,Male,45.0,Beauty,2.0,50.0,15.0,100.0
1178,29-12-2023,21:15:00,137,Male,40.0,Clothing,2.0,30.0,33.0,60.0
1179,12-12-2023,17:28:00,122,Male,31.0,Electronics,1.0,300.0,354.0,300.0
1180,06-01-2022,08:53:00,85,Male,41.0,Clothing,3.0,300.0,129.0,900.0
1181,06-11-2022,18:28:00,84,Male,19.0,Electronics,4.0,300.0,354.0,1200.0
1182,03-01-2023,21:26:00,14,Male,62.0,Beauty,4.0,30.0,12.9,120.0
1183,28-12-2022,17:10:00,54,Female,43.0,Beauty,3.0,300.0,342.0,900.0
1184,12-02-2022,08:28:00,23,Male,31.0,Electronics,4.0,50.0,27.5,200.0
1185,04-10-2022,10:28:00,153,Male,24.0,Clothing,1.0,25.0,10.25,25.0
1186,10-09-2023,18:24:00,5,Male,20.0,Clothing,4.0,50.0,18.5,200.0
1187,07-07-2023,17:05:00,52,Female,64.0,Clothing,2.0,50.0,12.5,100.0
1188,04-06-2023,22:43:00,2,Male,40.0,Clothing,3.0,25.0,10.75,75.0
1189,07-12-2022,06:08:00,104,Male,63.0,Beauty,1.0,50.0,20.5,50.0
1190,29-09-2023,21:00:00,4,Female,60.0,Beauty,3.0,30.0,10.8,90.0
1191,25-09-2023,17:20:00,88,Male,64.0,Beauty,1.0,25.0,25.0,25.0
1192,29-03-2022,08:41:00,37,Male,62.0,Beauty,2.0,50.0,20.5,100.0
1193,11-05-2022,11:31:00,50,Male,35.0,Beauty,3.0,500.0,145.0,1500.0
1194,09-10-2023,22:06:00,130,Male,55.0,Clothing,4.0,50.0,61.5,200.0
1195,21-09-2022,07:07:00,55,Male,52.0,Clothing,1.0,30.0,12.0,30.0
1196,31-12-2022,21:18:00,93,Female,32.0,Clothing,3.0,300.0,306.0,900.0
1197,13-08-2022,10:07:00,77,Female,42.0,Clothing,4.0,50.0,19.0,200.0
1198,07-08-2022,10:43:00,147,Female,54.0,Beauty,3.0,300.0,159.0,900.0
1199,16-12-2023,17:46:00,110,Male,45.0,Beauty,3.0,500.0,190.0,1500.0
1200,18-10-2023,19:04:00,20,Male,27.0,Beauty,3.0,50.0,54.5,150.0
1201,31-10-2023,17:28:00,115,Male,56.0,Electronics,1.0,25.0,27.75,25.0
1202,13-11-2023,06:56:00,89,Female,34.0,Clothing,4.0,300.0,144.0,1200.0
1203,26-11-2023,18:36:00,2,Male,56.0,Clothing,2.0,500.0,145.0,1000.0
1204,10-12-2023,19:24:00,72,Male,39.0,Beauty,1.0,25.0,27.5,25.0
1205,25-11-2022,19:19:00,97,Female,43.0,Clothing,1.0,25.0,7.25,25.0
1206,14-05-2023,19:45:00,68,Male,61.0,Clothing,1.0,25.0,8.5,25.0
1207,30-06-2023,21:48:00,3,Female,42.0,Beauty,2.0,25.0,10.0,50.0
1208,15-10-2022,17:44:00,9,Female,34.0,Electronics,4.0,50.0,47.5,200.0
1209,06-12-2022,12:37:00,55,Female,30.0,Electronics,4.0,50.0,23.0,200.0
1210,10-03-2023,10:02:00,5,Male,37.0,Electronics,4.0,50.0,12.5,200.0
1211,22-11-2023,14:59:00,82,Male,42.0,Beauty,3.0,500.0,235.0,1500.0
1212,16-03-2022,18:05:00,142,Male,21.0,Clothing,3.0,500.0,265.0,1500.0
1213,21-06-2023,17:23:00,41,Male,27.0,Beauty,3.0,500.0,185.0,1500.0
1214,18-11-2023,14:24:00,50,Male,20.0,Beauty,2.0,30.0,11.1,60.0
1215,19-11-2022,20:44:00,107,Male,58.0,Clothing,3.0,500.0,130.0,1500.0
1216,01-03-2023,22:53:00,23,Male,62.0,Electronics,2.0,50.0,13.0,100.0
1217,16-10-2023,19:28:00,70,Female,35.0,Electronics,4.0,50.0,18.0,200.0
1218,25-10-2023,22:11:00,30,Male,64.0,Beauty,3.0,30.0,34.2,90.0
1219,02-11-2022,21:47:00,149,Female,53.0,Electronics,3.0,30.0,11.1,90.0
1220,29-06-2022,11:16:00,47,Male,64.0,Beauty,1.0,500.0,240.0,500.0
1221,14-09-2023,22:57:00,5,Male,39.0,Beauty,2.0,300.0,114.0,600.0
1222,17-09-2023,18:15:00,3,Male,51.0,Clothing,4.0,30.0,11.1,120.0
1223,20-02-2022,07:40:00,106,Female,64.0,Clothing,1.0,25.0,9.75,25.0
1224,20-01-2022,17:10:00,103,Female,25.0,Clothing,1.0,50.0,20.0,50.0
1226,30-11-2023,17:52:00,102,Female,61.0,Clothing,1.0,50.0,51.0,50.0
1227,01-10-2023,20:09:00,103,Male,36.0,Electronics,2.0,50.0,47.5,100.0
1228,24-06-2023,21:37:00,5,Female,59.0,Electronics,2.0,30.0,11.4,60.0
